name                      , 100i, 125a, 135c, 300i, 315p, 325a, 350r, 400i, 600i Explorer, 600i Touring, 85X, 890 Jump, A1 Spirit, A2 Hercules, Apollo Medivac, Apollo Triage, Ares Star Fighter Inferno, Ares Star Fighter Ion, Arrastra, Arrow, ATLS, Aurora CL, Aurora ES, Aurora LN, Aurora LX, Aurora MR, Avenger Stalker, Avenger Titan, Avenger Warlock, Ballista, Blade, Buccaneer, C1 Spirit, C2 Hercules, C8 Pisces, C8R Pisces, C8X Pisces Expedition, Carrack, Caterpillar, Centurion, Constellation Andromeda, Constellation Aquila, Constellation Phoenix, Constellation Taurus, Corsair, Crucible, CSV-SM, Cutlass Black, Cutlass Blue, Cutlass Red, Cutlass Steel, Cutter, Cutter Rambler, Cutter Scout, Cyclone, Cyclone AA, Cyclone MT, Cyclone RC, Cyclone RN, Cyclone TR, Defender, Dragonfly, E1 Spirit, Eclipse, Endeavor, Expanse, F7A Hornet Mk I, F7A Hornet Mk II, F7C Hornet Mk I, F7C Hornet Mk II, F7C-M Super Hornet, F7C-R Hornet Tracker, F7C-R Hornet Tracker Mk II, F7C-S Hornet Ghost, F7C-S Hornet Ghost Mk II, F8C Lightning, Freelancer, Freelancer DUR, Freelancer MAX, Freelancer MIS, Fury, Fury LX, Fury MX, G12, G12a, G12r, Galaxy, Genesis, Gladiator, Gladius, Glaive, Guardian, Guardian QI, Hammerhead, Hawk, Herald, HoverQuad, Hull A, Hull B, Hull C, Hull D, Hull E, Hurricane, Idris-M, Idris-P, Intrepid, Ironclad, Ironclad Assault, Javelin, Khartu-Al, Kraken, Kraken Privateer, Legionnaire, Liberator, Lynx, M2 Hercules, M50, Mantis, Merchantman, Mercury, MOLE, MPUV Cargo, MPUV Personnel, MPUV Tractor, Mule, Mustang Alpha, Mustang Beta, Mustang Delta, Mustang Gamma, Mustang Omega, Nautilus, Nomad, Nova, Nox, Odyssey, Orion, P-52 Merlin, P-72 Archimedes, Paladin, Perseus, Pioneer, Polaris, Prospector, Prowler, PTV, Pulse, Pulse LX, RAFT, Railen, Ranger CV, Ranger RC, Ranger TR, Razor, Razor EX, Razor LX, Reclaimer, Redeemer, Reliant Kore, Reliant Mako, Reliant Sen, Reliant Tana, Retaliator, ROC, ROC-DS, Sabre, Sabre Firebird, Sabre Peregrine, Sabre Raven, San'tok.yāi, Scorpius, Scorpius Antares, Scythe, Spartan, SRV, Starfarer, Starfarer Gemini, Starlancer MAX, Starlancer TAC, Storm, Storm AA, STV, Talon, Ursa, Talon Shrike, Terrapin, Terrapin Medic, Ursa, Ursa Medivac, Valkyrie, Vanguard Harbinger, Vanguard Hoplite, Vanguard Sentinel, Vanguard Warden, Vulcan, Vulture, X1 , X1 Force, X1 Velocity, Zeus CL Mk II, Zeus ES Mk II, Zeus MR Mk II
MOLE                      ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      3.0,   3.0,  2.0,       3.0,       3.0,       3.0,       3.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       3.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         3.0,       3.0,                     3.0,                  3.0,                   3.0,                  3.0,     3.0,      4.0,    2.0,           3.0,          3.0,         3.0,           3.0,    3.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       4.0,     3.0,      3.0,     3.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        3.0,            3.0,            3.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    4.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    3.0,       3.0,    2.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      4.0,              4.0,     4.0,       3.0,    3.0,              3.0,         4.0,       4.0,  3.0,         3.0, 3.0,    3.0,         4.0,     3.0,  0.0,        2.0,            2.0,          2.0,  3.0,           3.0,          3.0,           3.0,           3.0,           3.0,      4.0,   3.0,  3.0, 3.0,     4.0,   3.0,         3.0,             3.0,     4.0,     4.0,     4.0,     3.0,        1.0,     3.0, 3.0,   3.0,      3.0,  2.0,    4.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       2.0,      3.0,          3.0,          3.0,         2.0,          3.0,        3.0, 2.0,    2.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 2.0,       3.0,              3.0,            3.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     2.0, 3.0,      3.0,         3.0,           3.0,           3.0,           4.0
MPUV Cargo                ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  2.0,       1.0,       3.0,       2.0,       3.0,       2.0,             3.0,           1.0,             3.0,      3.0,   3.0,       3.0,       2.0,         2.0,       3.0,        3.0,                   3.0,     3.0,         2.0,       3.0,                     3.0,                  3.0,                   3.0,                  2.0,     3.0,      4.0,    2.0,           3.0,          3.0,         3.0,           3.0,    2.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       3.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        2.0,            3.0,            2.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    4.0,     3.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    2.0,       3.0,    3.0,    3.0,    2.0,    3.0,    3.0,       3.0,     4.0,     4.0,      1.0,      3.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       3.0,  3.0,         3.0, 3.0,    3.0,         3.0,     2.0,  2.0,        0.0,            1.0,          1.0,  3.0,           3.0,          3.0,           3.0,           3.0,           3.0,      4.0,   3.0,  3.0, 3.0,     4.0,   4.0,         3.0,             3.0,     4.0,     4.0,     4.0,     3.0,        3.0,     3.0, 3.0,   3.0,      3.0,  1.0,    3.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 2.0,       3.0,              3.0,            2.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     3.0, 3.0,      3.0,         3.0,           2.0,           3.0,           4.0
MPUV Personnel            ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  2.0,       2.0,       3.0,       2.0,       3.0,       2.0,             3.0,           2.0,             3.0,      3.0,   3.0,       3.0,       2.0,         2.0,       3.0,        3.0,                   3.0,     3.0,         2.0,       3.0,                     3.0,                  3.0,                   3.0,                  2.0,     3.0,      4.0,    2.0,           3.0,          3.0,         3.0,           3.0,    2.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       2.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        2.0,            3.0,            2.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    4.0,     2.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    2.0,       3.0,    3.0,    3.0,    2.0,    3.0,    3.0,       3.0,     4.0,     4.0,      2.0,      3.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       3.0,  3.0,         3.0, 3.0,    3.0,         3.0,     2.0,  2.0,        1.0,            0.0,          1.0,  3.0,           3.0,          3.0,           3.0,           3.0,           3.0,      4.0,   3.0,  3.0, 3.0,     4.0,   4.0,         3.0,             3.0,     4.0,     4.0,     4.0,     3.0,        3.0,     3.0, 3.0,   3.0,      3.0,  1.0,    3.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 2.0,       3.0,              3.0,            2.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     3.0, 3.0,      3.0,         3.0,           2.0,           3.0,           4.0
MPUV Tractor              ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  2.0,       2.0,       3.0,       2.0,       3.0,       2.0,             3.0,           2.0,             3.0,      3.0,   3.0,       3.0,       2.0,         2.0,       3.0,        3.0,                   3.0,     3.0,         2.0,       3.0,                     3.0,                  3.0,                   3.0,                  2.0,     3.0,      4.0,    2.0,           3.0,          3.0,         3.0,           3.0,    2.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       3.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        2.0,            3.0,            2.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    4.0,     3.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    2.0,       3.0,    3.0,    3.0,    2.0,    3.0,    3.0,       3.0,     4.0,     4.0,      2.0,      3.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       3.0,  3.0,         3.0, 3.0,    3.0,         3.0,     2.0,  2.0,        1.0,            1.0,          0.0,  3.0,           3.0,          3.0,           3.0,           3.0,           3.0,      4.0,   3.0,  3.0, 3.0,     4.0,   4.0,         3.0,             3.0,     4.0,     4.0,     4.0,     3.0,        3.0,     3.0, 3.0,   3.0,      3.0,  1.0,    3.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 2.0,       3.0,              3.0,            2.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     3.0, 3.0,      3.0,         3.0,           2.0,           3.0,           4.0
Mule                      ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  2.0,       3.0,       3.0,       3.0,       3.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       2.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         2.0,       2.0,                     3.0,                  3.0,                   3.0,                  3.0,     2.0,      4.0,    2.0,           2.0,          2.0,         2.0,           2.0,    2.0,            2.0,          2.0,     2.0,        2.0,        2.0,        2.0,        2.0,        2.0,      3.0,       2.0,       4.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        3.0,            3.0,            3.0,            3.0,  3.0,     3.0,     3.0, 3.0,  3.0,  4.0,    4.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    2.0,       2.0,    3.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      3.0,              3.0,     4.0,       3.0,    3.0,              3.0,         4.0,       4.0,  2.0,         3.0, 3.0,    3.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  0.0,           3.0,          3.0,           3.0,           3.0,           3.0,      4.0,   3.0,  2.0, 3.0,     4.0,   4.0,         3.0,             3.0,     4.0,     4.0,     4.0,     3.0,        3.0,     3.0, 2.0,   2.0,      2.0,  3.0,    4.0,       3.0,       3.0,       3.0,   3.0,      3.0,      3.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     1.0, 3.0,       3.0,              3.0,            3.0,            4.0,   2.0,      2.0, 1.0,   3.0,  2.0,          3.0,      3.0,            3.0,  2.0,          2.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     2.0, 3.0,      3.0,         3.0,           3.0,           3.0,           4.0
Mustang Alpha             ,  2.0,  2.0,  2.0,  2.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  3.0,       3.0,       2.0,       3.0,       3.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       3.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         3.0,       3.0,                     2.0,                  3.0,                   3.0,                  3.0,     3.0,      4.0,    3.0,           2.0,          3.0,         3.0,           3.0,    3.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       4.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        3.0,            3.0,            3.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    3.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    3.0,       2.0,    3.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      4.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       4.0,  3.0,         3.0, 3.0,    3.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  3.0,           0.0,          2.0,           2.0,           2.0,           2.0,      4.0,   1.0,  3.0, 3.0,     4.0,   4.0,         3.0,             3.0,     4.0,     4.0,     2.0,     3.0,        3.0,     3.0, 3.0,   3.0,      3.0,  3.0,    4.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      3.0,          2.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 3.0,       3.0,              3.0,            3.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    3.0,     3.0, 3.0,      3.0,         3.0,           3.0,           3.0,           4.0
Mustang Beta              ,  3.0,  3.0,  3.0,  3.0,  1.0,  3.0,  3.0,  2.0,           2.0,          2.0, 2.0,      2.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  3.0,       3.0,       3.0,       3.0,       1.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       3.0,       3.0,         3.0,       2.0,        3.0,                   2.0,     2.0,         3.0,       3.0,                     3.0,                  2.0,                   2.0,                  3.0,     2.0,      4.0,    3.0,           3.0,          3.0,         3.0,           3.0,    3.0,            2.0,          2.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       4.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  2.0,                        2.0,                3.0,                      3.0,           3.0,        3.0,            2.0,            3.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    4.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    3.0,       2.0,    3.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      4.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       4.0,  3.0,         3.0, 3.0,    3.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  3.0,           2.0,          0.0,           2.0,           2.0,           2.0,      4.0,   2.0,  3.0, 3.0,     3.0,   4.0,         3.0,             3.0,     4.0,     4.0,     3.0,     3.0,        3.0,     3.0, 3.0,   3.0,      3.0,  3.0,    4.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 3.0,       3.0,              3.0,            3.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      1.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     3.0, 2.0,      2.0,         3.0,           3.0,           2.0,           4.0
Mustang Delta             ,  3.0,  3.0,  3.0,  3.0,  3.0,  2.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       2.0,         2.0,            4.0,           4.0,                       2.0,                   2.0,      4.0,   1.0,  3.0,       3.0,       3.0,       2.0,       3.0,       2.0,             2.0,           3.0,             2.0,      2.0,   1.0,       2.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         3.0,       3.0,                     3.0,                  3.0,                   3.0,                  3.0,     3.0,      4.0,    3.0,           3.0,          2.0,         3.0,           2.0,    3.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      1.0,       3.0,       4.0,     2.0,      4.0,     4.0,             2.0,              3.0,             2.0,              2.0,                2.0,                  2.0,                        2.0,                2.0,                      2.0,           2.0,        3.0,            3.0,            3.0,            2.0,  2.0,     3.0,     2.0, 4.0,  4.0,  4.0,    4.0,     4.0,       2.0,     1.0,    2.0,      2.0,         2.0,        2.0,  1.0,    3.0,       2.0,    3.0,    4.0,    3.0,    4.0,    4.0,       2.0,     3.0,     3.0,      3.0,      4.0,              3.0,     3.0,       1.0,    4.0,              4.0,         3.0,       4.0,  3.0,         2.0, 3.0,    2.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  3.0,           2.0,          2.0,           0.0,           2.0,           2.0,      3.0,   2.0,  3.0, 3.0,     4.0,   4.0,         2.0,             3.0,     3.0,     3.0,     3.0,     2.0,        3.0,     2.0, 3.0,   3.0,      3.0,  3.0,    4.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      2.0,          3.0,          3.0,         3.0,          1.0,        2.0, 3.0,    3.0,   2.0,            2.0,             3.0,         2.0,         2.0,      2.0,              2.0,    2.0,     3.0, 3.0,       3.0,              3.0,            3.0,            3.0,   3.0,      3.0, 3.0,   1.0,  3.0,          1.0,      3.0,            3.0,  3.0,          3.0,      2.0,                2.0,              2.0,               2.0,             2.0,    4.0,     3.0, 3.0,      3.0,         3.0,           3.0,           3.0,           3.0
Mustang Gamma             ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  1.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  3.0,       3.0,       3.0,       3.0,       3.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       3.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         3.0,       3.0,                     3.0,                  3.0,                   3.0,                  3.0,     3.0,      4.0,    3.0,           3.0,          3.0,         3.0,           3.0,    3.0,            3.0,          3.0,     3.0,        3.0,        3.0,        2.0,        3.0,        3.0,      3.0,       1.0,       4.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        3.0,            3.0,            3.0,            3.0,  3.0,     1.0,     3.0, 4.0,  4.0,  2.0,    4.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    3.0,       1.0,    3.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      4.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       4.0,  3.0,         3.0, 1.0,    3.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  3.0,           2.0,          2.0,           2.0,           0.0,           0.0,      4.0,   2.0,  3.0, 1.0,     4.0,   4.0,         3.0,             1.0,     4.0,     4.0,     3.0,     3.0,        3.0,     3.0, 3.0,   3.0,      2.0,  3.0,    4.0,       4.0,       3.0,       4.0,   1.0,      2.0,      2.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             1.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 3.0,       3.0,              3.0,            3.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     3.0, 3.0,      3.0,         1.0,           3.0,           3.0,           4.0
Mustang Omega             ,  3.0,  3.0,  3.0,  3.0,  3.0,  3.0,  1.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  3.0,       3.0,       3.0,       3.0,       3.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       3.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         3.0,       3.0,                     3.0,                  3.0,                   3.0,                  3.0,     3.0,      4.0,    3.0,           3.0,          3.0,         3.0,           3.0,    3.0,            3.0,          3.0,     3.0,        3.0,        3.0,        2.0,        3.0,        3.0,      3.0,       1.0,       4.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        3.0,            3.0,            3.0,            3.0,  3.0,     1.0,     3.0, 4.0,  4.0,  2.0,    4.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    3.0,       1.0,    3.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      4.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       4.0,  3.0,         3.0, 1.0,    3.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  3.0,           2.0,          2.0,           2.0,           0.0,           0.0,      4.0,   2.0,  3.0, 1.0,     4.0,   4.0,         3.0,             1.0,     4.0,     4.0,     3.0,     3.0,        3.0,     3.0, 3.0,   3.0,      2.0,  3.0,    4.0,       4.0,       3.0,       4.0,   1.0,      2.0,      2.0,       3.0,      3.0,          3.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             1.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 3.0,       3.0,              3.0,            3.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    4.0,     3.0, 3.0,      3.0,         1.0,           3.0,           3.0,           4.0
Nautilus                  ,  4.0,  4.0,  4.0,  4.0,  4.0,  3.0,  4.0,  4.0,           4.0,          4.0, 4.0,      4.0,       3.0,         3.0,            3.0,           3.0,                       3.0,                   3.0,      3.0,   3.0,  4.0,       4.0,       4.0,       4.0,       4.0,       4.0,             2.0,           3.0,             2.0,      3.0,   3.0,       3.0,       4.0,         4.0,       4.0,        4.0,                   4.0,     4.0,         4.0,       4.0,                     4.0,                  4.0,                   4.0,                  4.0,     4.0,      3.0,    4.0,           4.0,          3.0,         4.0,           3.0,    4.0,            4.0,          4.0,     4.0,        4.0,        4.0,        4.0,        4.0,        4.0,      3.0,       4.0,       3.0,     2.0,      3.0,     3.0,             3.0,              2.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        4.0,            4.0,            4.0,            3.0,  3.0,     4.0,     3.0, 3.0,  3.0,  3.0,    3.0,     3.0,       3.0,     2.0,    3.0,      3.0,         3.0,        2.0,  3.0,    4.0,       4.0,    4.0,    3.0,    4.0,    3.0,    3.0,       3.0,     1.0,     1.0,      4.0,      3.0,              2.0,     1.0,       3.0,    3.0,              3.0,         2.0,       3.0,  4.0,         3.0, 4.0,    3.0,         3.0,     4.0,  4.0,        4.0,            4.0,          4.0,  4.0,           4.0,          4.0,           3.0,           4.0,           4.0,      0.0,   4.0,  4.0, 4.0,     3.0,   3.0,         3.0,             4.0,     2.0,     2.0,     3.0,     3.0,        4.0,     3.0, 4.0,   4.0,      4.0,  4.0,    3.0,       3.0,       3.0,       3.0,   4.0,      4.0,      4.0,       3.0,      2.0,          4.0,          4.0,         4.0,          3.0,        2.0, 4.0,    4.0,   2.0,            2.0,             3.0,         2.0,         3.0,      3.0,              3.0,    3.0,     4.0, 4.0,       4.0,              4.0,            4.0,            2.0,   4.0,      4.0, 4.0,   3.0,  4.0,          3.0,      4.0,            4.0,  4.0,          4.0,      3.0,                2.0,              2.0,               2.0,             2.0,    2.0,     4.0, 4.0,      4.0,         4.0,           4.0,           4.0,           2.0
Nomad                     ,  2.0,  2.0,  2.0,  2.0,  3.0,  3.0,  3.0,  3.0,           3.0,          3.0, 3.0,      3.0,       3.0,         3.0,            4.0,           4.0,                       3.0,                   3.0,      4.0,   3.0,  3.0,       3.0,       2.0,       3.0,       3.0,       3.0,             3.0,           3.0,             3.0,      3.0,   3.0,       3.0,       3.0,         3.0,       3.0,        3.0,                   3.0,     3.0,         3.0,       3.0,                     2.0,                  3.0,                   3.0,                  3.0,     3.0,      4.0,    3.0,           2.0,          3.0,         3.0,           3.0,    3.0,            3.0,          3.0,     3.0,        3.0,        3.0,        3.0,        3.0,        3.0,      3.0,       3.0,       4.0,     3.0,      4.0,     4.0,             3.0,              4.0,             3.0,              3.0,                3.0,                  3.0,                        3.0,                3.0,                      3.0,           3.0,        3.0,            3.0,            3.0,            3.0,  3.0,     3.0,     3.0, 4.0,  4.0,  4.0,    3.0,     4.0,       3.0,     3.0,    3.0,      3.0,         3.0,        3.0,  3.0,    3.0,       2.0,    3.0,    4.0,    3.0,    4.0,    4.0,       3.0,     4.0,     4.0,      3.0,      4.0,              4.0,     4.0,       3.0,    4.0,              4.0,         4.0,       4.0,  3.0,         3.0, 3.0,    3.0,         4.0,     3.0,  3.0,        3.0,            3.0,          3.0,  3.0,           1.0,          2.0,           2.0,           2.0,           2.0,      4.0,   0.0,  3.0, 3.0,     4.0,   4.0,         3.0,             3.0,     4.0,     4.0,     2.0,     3.0,        3.0,     3.0, 3.0,   3.0,      3.0,  3.0,    4.0,       4.0,       4.0,       4.0,   3.0,      3.0,      3.0,       3.0,      3.0,          2.0,          3.0,         3.0,          3.0,        3.0, 3.0,    3.0,   3.0,            3.0,             3.0,         3.0,         3.0,      3.0,              3.0,    3.0,     3.0, 3.0,       3.0,              3.0,            3.0,            4.0,   3.0,      3.0, 3.0,   3.0,  3.0,          3.0,      3.0,            3.0,  3.0,          3.0,      3.0,                3.0,              3.0,               3.0,             3.0,    3.0,     3.0, 3.0,      3.0,         3.0,           3.0,           3.0,           4.0
