start_ship,end_ship,path_length,total_distance,complete_path
Cyclone TR,Cyclone TR,1,0.0,Cyclone TR
Cyclone TR,Defender,2,2.3804761428476167,Cyclone TR -> Defender
Cyclone TR,Dragonfly,2,2.3804761428476167,Cyclone TR -> Dragonfly
Cyclone TR,E1 Spirit,2,2.581988897471611,Cyclone TR -> E1 Spirit
Cyclone TR,Eclipse,2,2.309401076758503,Cyclone TR -> Eclipse
Cyclone TR,Endeavor,2,2.6076809620810595,Cyclone TR -> Endeavor
Cyclone TR,Expanse,2,2.70801280154532,Cyclone TR -> Expanse
Cyclone TR,F7A Hornet Mk I,2,2.516611478423583,Cyclone TR -> F7A Hornet Mk I
Cyclone TR,F7A Hornet Mk II,2,2.70801280154532,Cyclone TR -> F7A Hornet Mk II
Cyclone TR,F7C Hornet Mk I,2,2.516611478423583,Cyclone TR -> F7C Hornet Mk I
Cyclone TR,F7C Hornet Mk II,2,2.516611478423583,Cyclone TR -> F7C Hornet Mk II
Cyclone TR,F7C-M Super Hornet,2,2.3804761428476167,Cyclone TR -> F7C-M Super Hornet
Cyclone TR,F7C-R Hornet Tracker,2,2.516611478423583,Cyclone TR -> F7C-R Hornet Tracker
Cyclone TR,F7C-R Hornet Tracker Mk II,2,2.516611478423583,Cyclone TR -> F7C-R Hornet Tracker Mk II
Cyclone TR,F7C-S Hornet Ghost,2,2.516611478423583,Cyclone TR -> F7C-S Hornet Ghost
Cyclone TR,F7C-S Hornet Ghost Mk II,2,2.516611478423583,Cyclone TR -> F7C-S Hornet Ghost Mk II
Cyclone TR,F8C Lightning,2,2.516611478423583,Cyclone TR -> F8C Lightning
Cyclone TR,Freelancer,2,2.345207879911715,Cyclone TR -> Freelancer
Cyclone TR,Freelancer DUR,2,2.1213203435596424,Cyclone TR -> Freelancer DUR
Cyclone TR,Freelancer MAX,2,2.1213203435596424,Cyclone TR -> Freelancer MAX
Cyclone TR,Freelancer MIS,2,2.1213203435596424,Cyclone TR -> Freelancer MIS
Cyclone TR,Fury,2,2.516611478423583,Cyclone TR -> Fury
Cyclone TR,Fury LX,2,2.516611478423583,Cyclone TR -> Fury LX
Cyclone TR,Fury MX,2,2.516611478423583,Cyclone TR -> Fury MX
Cyclone TR,G12,2,2.3804761428476167,Cyclone TR -> G12
Cyclone TR,G12a,2,2.3804761428476167,Cyclone TR -> G12a
Cyclone TR,G12r,2,2.581988897471611,Cyclone TR -> G12r
Cyclone TR,Galaxy,2,2.6457513110645907,Cyclone TR -> Galaxy
Cyclone TR,Genesis,2,2.692582403567252,Cyclone TR -> Genesis
Cyclone TR,Gladiator,2,2.3804761428476167,Cyclone TR -> Gladiator
Cyclone TR,Gladius,2,2.516611478423583,Cyclone TR -> Gladius
Cyclone TR,Glaive,2,2.516611478423583,Cyclone TR -> Glaive
Cyclone TR,Guardian,2,2.516611478423583,Cyclone TR -> Guardian
Cyclone TR,Guardian QI,2,2.516611478423583,Cyclone TR -> Guardian QI
Cyclone TR,Hammerhead,2,2.309401076758503,Cyclone TR -> Hammerhead
Cyclone TR,Hawk,2,2.309401076758503,Cyclone TR -> Hawk
Cyclone TR,Herald,2,2.516611478423583,Cyclone TR -> Herald
Cyclone TR,HoverQuad,2,2.309401076758503,Cyclone TR -> HoverQuad
Cyclone TR,Hull A,2,2.516611478423583,Cyclone TR -> Hull A
Cyclone TR,Hull B,2,2.70801280154532,Cyclone TR -> Hull B
Cyclone TR,Hull C,2,2.345207879911715,Cyclone TR -> Hull C
Cyclone TR,Hull D,2,2.6076809620810595,Cyclone TR -> Hull D
Cyclone TR,Hull E,2,2.6076809620810595,Cyclone TR -> Hull E
Cyclone TR,Hurricane,2,2.1602468994692865,Cyclone TR -> Hurricane
Cyclone TR,Idris-M,2,2.7902892835178013,Cyclone TR -> Idris-M
Cyclone TR,Idris-P,2,2.7902892835178013,Cyclone TR -> Idris-P
Cyclone TR,Intrepid,2,2.516611478423583,Cyclone TR -> Intrepid
Cyclone TR,Ironclad,2,2.6457513110645907,Cyclone TR -> Ironclad
Cyclone TR,Ironclad Assault,2,2.6457513110645907,Cyclone TR -> Ironclad Assault
Cyclone TR,Javelin,2,2.8151376520518494,Cyclone TR -> Javelin
Cyclone TR,Khartu-Al,2,2.516611478423583,Cyclone TR -> Khartu-Al
Cyclone TR,Kraken,2,2.7202941017470885,Cyclone TR -> Kraken
Cyclone TR,Kraken Privateer,2,2.7202941017470885,Cyclone TR -> Kraken Privateer
Cyclone TR,Legionnaire,2,2.581988897471611,Cyclone TR -> Legionnaire
Cyclone TR,Liberator,2,2.581988897471611,Cyclone TR -> Liberator
Cyclone TR,Lynx,2,2.1602468994692865,Cyclone TR -> Lynx
Cyclone TR,M2 Hercules,2,2.0,Cyclone TR -> M2 Hercules
Cyclone TR,M50,2,2.516611478423583,Cyclone TR -> M50
Cyclone TR,Mantis,2,2.516611478423583,Cyclone TR -> Mantis
Cyclone TR,Merchantman,2,2.692582403567252,Cyclone TR -> Merchantman
Cyclone TR,Mercury,2,2.0,Cyclone TR -> Mercury
Cyclone TR,MOLE,2,2.345207879911715,Cyclone TR -> MOLE
Cyclone TR,MPUV Cargo,2,2.516611478423583,Cyclone TR -> MPUV Cargo
Cyclone TR,MPUV Personnel,2,2.516611478423583,Cyclone TR -> MPUV Personnel
Cyclone TR,MPUV Tractor,2,2.516611478423583,Cyclone TR -> MPUV Tractor
Cyclone TR,Mule,2,2.309401076758503,Cyclone TR -> Mule
Cyclone TR,Mustang Alpha,2,2.516611478423583,Cyclone TR -> Mustang Alpha
Cyclone TR,Mustang Beta,2,2.516611478423583,Cyclone TR -> Mustang Beta
Cyclone TR,Mustang Delta,2,2.516611478423583,Cyclone TR -> Mustang Delta
Cyclone TR,Mustang Gamma,2,2.516611478423583,Cyclone TR -> Mustang Gamma
Cyclone TR,Mustang Omega,2,2.516611478423583,Cyclone TR -> Mustang Omega
Cyclone TR,Nautilus,2,2.692582403567252,Cyclone TR -> Nautilus
Cyclone TR,Nomad,2,2.516611478423583,Cyclone TR -> Nomad
Cyclone TR,Nova,2,1.0,Cyclone TR -> Nova
Cyclone TR,Nox,2,2.309401076758503,Cyclone TR -> Nox
Cyclone TR,Odyssey,2,2.70801280154532,Cyclone TR -> Odyssey
Cyclone TR,Orion,2,2.6726124191242437,Cyclone TR -> Orion
Cyclone TR,P-52 Merlin,2,2.516611478423583,Cyclone TR -> P-52 Merlin
Cyclone TR,P-72 Archimedes,2,2.516611478423583,Cyclone TR -> P-72 Archimedes
Cyclone TR,Paladin,2,2.5495097567963922,Cyclone TR -> Paladin
Cyclone TR,Perseus,2,2.6457513110645907,Cyclone TR -> Perseus
Cyclone TR,Pioneer,2,2.692582403567252,Cyclone TR -> Pioneer
Cyclone TR,Polaris,2,2.5495097567963922,Cyclone TR -> Polaris
Cyclone TR,Prospector,2,2.516611478423583,Cyclone TR -> Prospector
Cyclone TR,Prowler,2,2.3804761428476167,Cyclone TR -> Prowler
Cyclone TR,PTV,2,2.1602468994692865,Cyclone TR -> PTV
Cyclone TR,Pulse,2,2.0816659994661326,Cyclone TR -> Pulse
Cyclone TR,Pulse LX,2,2.309401076758503,Cyclone TR -> Pulse LX
Cyclone TR,RAFT,2,2.3804761428476167,Cyclone TR -> RAFT
Cyclone TR,Railen,2,2.5495097567963922,Cyclone TR -> Railen
Cyclone TR,Ranger CV,2,2.516611478423583,Cyclone TR -> Ranger CV
Cyclone TR,Ranger RC,2,2.516611478423583,Cyclone TR -> Ranger RC
Cyclone TR,Ranger TR,2,2.309401076758503,Cyclone TR -> Ranger TR
Cyclone TR,Razor,2,2.309401076758503,Cyclone TR -> Razor
Cyclone TR,Razor EX,2,2.309401076758503,Cyclone TR -> Razor EX
Cyclone TR,Razor LX,2,2.309401076758503,Cyclone TR -> Razor LX
Cyclone TR,Reclaimer,2,2.1908902300206643,Cyclone TR -> Reclaimer
Cyclone TR,Redeemer,2,2.345207879911715,Cyclone TR -> Redeemer
Cyclone TR,Reliant Kore,2,2.3804761428476167,Cyclone TR -> Reliant Kore
Cyclone TR,Reliant Mako,2,2.3804761428476167,Cyclone TR -> Reliant Mako
Cyclone TR,Reliant Sen,2,2.3804761428476167,Cyclone TR -> Reliant Sen
Cyclone TR,Reliant Tana,2,2.3804761428476167,Cyclone TR -> Reliant Tana
Cyclone TR,Retaliator,2,2.4784787961282104,Cyclone TR -> Retaliator
Cyclone TR,ROC,2,2.516611478423583,Cyclone TR -> ROC
Cyclone TR,ROC-DS,2,2.3804761428476167,Cyclone TR -> ROC-DS
Cyclone TR,Sabre,2,2.516611478423583,Cyclone TR -> Sabre
Cyclone TR,Sabre Firebird,2,2.516611478423583,Cyclone TR -> Sabre Firebird
Cyclone TR,Sabre Peregrine,2,2.516611478423583,Cyclone TR -> Sabre Peregrine
Cyclone TR,Sabre Raven,2,2.516611478423583,Cyclone TR -> Sabre Raven
Cyclone TR,San'tok.yāi,2,2.516611478423583,Cyclone TR -> San'tok.yāi
Cyclone TR,Scorpius,2,2.3804761428476167,Cyclone TR -> Scorpius
Cyclone TR,Scorpius Antares,2,2.3804761428476167,Cyclone TR -> Scorpius Antares
Cyclone TR,Scythe,2,2.516611478423583,Cyclone TR -> Scythe
Cyclone TR,Spartan,2,2.309401076758503,Cyclone TR -> Spartan
Cyclone TR,SRV,2,2.516611478423583,Cyclone TR -> SRV
Cyclone TR,Starfarer,2,2.4784787961282104,Cyclone TR -> Starfarer
Cyclone TR,Starfarer Gemini,2,2.449489742783178,Cyclone TR -> Starfarer Gemini
Cyclone TR,Starlancer MAX,2,2.345207879911715,Cyclone TR -> Starlancer MAX
Cyclone TR,Starlancer TAC,2,2.6457513110645907,Cyclone TR -> Starlancer TAC
Cyclone TR,Storm,2,2.0816659994661326,Cyclone TR -> Storm
Cyclone TR,Storm AA,2,2.0816659994661326,Cyclone TR -> Storm AA
Cyclone TR,STV,2,2.1602468994692865,Cyclone TR -> STV
Cyclone TR,Talon,2,2.516611478423583,Cyclone TR -> Talon
Cyclone TR,Ursa,2,1.7320508075688772,Cyclone TR -> Ursa
Cyclone TR,Talon Shrike,2,2.516611478423583,Cyclone TR -> Talon Shrike
Cyclone TR,Terrapin,2,2.309401076758503,Cyclone TR -> Terrapin
Cyclone TR,Terrapin Medic,2,2.516611478423583,Cyclone TR -> Terrapin Medic
Cyclone TR,Ursa,2,1.7320508075688772,Cyclone TR -> Ursa
Cyclone TR,Ursa Medivac,2,1.7320508075688772,Cyclone TR -> Ursa Medivac
Cyclone TR,Valkyrie,2,2.1908902300206643,Cyclone TR -> Valkyrie
Cyclone TR,Vanguard Harbinger,2,2.3804761428476167,Cyclone TR -> Vanguard Harbinger
Cyclone TR,Vanguard Hoplite,2,2.3804761428476167,Cyclone TR -> Vanguard Hoplite
Cyclone TR,Vanguard Sentinel,2,2.3804761428476167,Cyclone TR -> Vanguard Sentinel
Cyclone TR,Vanguard Warden,2,2.3804761428476167,Cyclone TR -> Vanguard Warden
Cyclone TR,Vulcan,2,2.23606797749979,Cyclone TR -> Vulcan
Cyclone TR,Vulture,2,2.516611478423583,Cyclone TR -> Vulture
Cyclone TR,X1,2,2.516611478423583,Cyclone TR -> X1
Cyclone TR,X1 Force,2,2.309401076758503,Cyclone TR -> X1 Force
Cyclone TR,X1 Velocity,2,2.516611478423583,Cyclone TR -> X1 Velocity
Cyclone TR,Zeus CL Mk II,2,2.0,Cyclone TR -> Zeus CL Mk II
Cyclone TR,Zeus ES Mk II,2,2.0,Cyclone TR -> Zeus ES Mk II
Defender,100i,2,2.449489742783178,Defender -> 100i
Defender,125a,2,2.449489742783178,Defender -> 125a
Defender,135c,2,2.449489742783178,Defender -> 135c
Defender,300i,2,2.449489742783178,Defender -> 300i
Defender,315p,2,2.449489742783178,Defender -> 315p
Defender,325a,2,2.23606797749979,Defender -> 325a
Defender,350r,2,2.449489742783178,Defender -> 350r
Defender,400i,2,2.3804761428476167,Defender -> 400i
Defender,600i Explorer,2,2.4899799195977463,Defender -> 600i Explorer
Defender,600i Touring,2,2.4899799195977463,Defender -> 600i Touring
Defender,85X,2,2.0,Defender -> 85X
Defender,890 Jump,2,2.345207879911715,Defender -> 890 Jump
Defender,A1 Spirit,2,1.7320508075688772,Defender -> A1 Spirit
Defender,A2 Hercules,2,2.345207879911715,Defender -> A2 Hercules
Defender,Apollo Medivac,2,2.23606797749979,Defender -> Apollo Medivac
Defender,Apollo Triage,2,2.23606797749979,Defender -> Apollo Triage
Defender,Ares Star Fighter Inferno,2,2.23606797749979,Defender -> Ares Star Fighter Inferno
Defender,Ares Star Fighter Ion,2,2.23606797749979,Defender -> Ares Star Fighter Ion
Defender,Arrastra,2,2.6832815729997477,Defender -> Arrastra
Defender,Arrow,2,2.0,Defender -> Arrow
Defender,ATLS,2,2.449489742783178,Defender -> ATLS
Defender,Aurora CL,2,2.449489742783178,Defender -> Aurora CL
Defender,Aurora ES,2,2.449489742783178,Defender -> Aurora ES
Defender,Aurora LN,2,2.23606797749979,Defender -> Aurora LN
Defender,Aurora LX,2,2.449489742783178,Defender -> Aurora LX
Defender,Aurora MR,2,2.23606797749979,Defender -> Aurora MR
Defender,Avenger Stalker,2,2.23606797749979,Defender -> Avenger Stalker
Defender,Avenger Titan,2,2.449489742783178,Defender -> Avenger Titan
Defender,Avenger Warlock,2,2.23606797749979,Defender -> Avenger Warlock
Defender,Ballista,2,1.4142135623730951,Defender -> Ballista
Defender,Blade,2,2.0,Defender -> Blade
Defender,Buccaneer,2,2.23606797749979,Defender -> Buccaneer
Defender,C1 Spirit,2,2.0,Defender -> C1 Spirit
Defender,C2 Hercules,2,2.0,Defender -> C2 Hercules
Defender,C8 Pisces,2,2.1602468994692865,Defender -> C8 Pisces
Defender,C8R Pisces,2,2.0,Defender -> C8R Pisces
Defender,C8X Pisces Expedition,2,2.1602468994692865,Defender -> C8X Pisces Expedition
Defender,Carrack,2,2.309401076758503,Defender -> Carrack
Defender,Caterpillar,2,2.449489742783178,Defender -> Caterpillar
Defender,Centurion,2,2.0,Defender -> Centurion
Defender,Constellation Andromeda,2,2.449489742783178,Defender -> Constellation Andromeda
Defender,Constellation Aquila,2,2.449489742783178,Defender -> Constellation Aquila
Defender,Constellation Phoenix,2,2.449489742783178,Defender -> Constellation Phoenix
Defender,Constellation Taurus,2,2.449489742783178,Defender -> Constellation Taurus
Defender,Corsair,2,2.449489742783178,Defender -> Corsair
Defender,Crucible,2,2.7386127875258306,Defender -> Crucible
Defender,CSV-SM,2,2.449489742783178,Defender -> CSV-SM
Defender,Cutlass Black,2,2.3804761428476167,Defender -> Cutlass Black
Defender,Cutlass Blue,2,2.1602468994692865,Defender -> Cutlass Blue
Defender,Cutlass Red,2,2.0,Defender -> Cutlass Red
Defender,Cutlass Steel,2,2.1602468994692865,Defender -> Cutlass Steel
Defender,Cutter,2,2.449489742783178,Defender -> Cutter
Defender,Cutter Rambler,2,2.449489742783178,Defender -> Cutter Rambler
Defender,Cutter Scout,2,2.449489742783178,Defender -> Cutter Scout
Defender,Cyclone,2,2.0,Defender -> Cyclone
Defender,Cyclone AA,2,2.0,Defender -> Cyclone AA
Defender,Cyclone MT,2,2.3804761428476167,Defender -> Cyclone MT
Defender,Cyclone RC,2,2.0,Defender -> Cyclone RC
Defender,Cyclone RN,2,2.0,Defender -> Cyclone RN
Defender,Cyclone TR,2,2.3804761428476167,Defender -> Cyclone TR
Defender,Defender,1,0.0,Defender
Defender,Dragonfly,2,2.0,Defender -> Dragonfly
Defender,E1 Spirit,2,2.23606797749979,Defender -> E1 Spirit
Defender,Eclipse,2,2.23606797749979,Defender -> Eclipse
Defender,Endeavor,2,2.6832815729997477,Defender -> Endeavor
Defender,Expanse,2,2.6457513110645907,Defender -> Expanse
Defender,F7A Hornet Mk I,2,2.23606797749979,Defender -> F7A Hornet Mk I
Defender,F7A Hornet Mk II,2,2.449489742783178,Defender -> F7A Hornet Mk II
Defender,F7C Hornet Mk I,2,2.23606797749979,Defender -> F7C Hornet Mk I
Defender,F7C Hornet Mk II,2,2.23606797749979,Defender -> F7C Hornet Mk II
Defender,F7C-M Super Hornet,2,1.7320508075688772,Defender -> F7C-M Super Hornet
Defender,F7C-R Hornet Tracker,2,2.23606797749979,Defender -> F7C-R Hornet Tracker
Defender,F7C-R Hornet Tracker Mk II,2,2.23606797749979,Defender -> F7C-R Hornet Tracker Mk II
Defender,F7C-S Hornet Ghost,2,2.23606797749979,Defender -> F7C-S Hornet Ghost
Defender,F7C-S Hornet Ghost Mk II,2,2.23606797749979,Defender -> F7C-S Hornet Ghost Mk II
Defender,F8C Lightning,2,2.23606797749979,Defender -> F8C Lightning
Defender,Freelancer,2,2.449489742783178,Defender -> Freelancer
Defender,Freelancer DUR,2,2.449489742783178,Defender -> Freelancer DUR
Defender,Freelancer MAX,2,2.449489742783178,Defender -> Freelancer MAX
Defender,Freelancer MIS,2,2.23606797749979,Defender -> Freelancer MIS
Defender,Fury,2,2.23606797749979,Defender -> Fury
Defender,Fury LX,2,2.449489742783178,Defender -> Fury LX
Defender,Fury MX,2,2.23606797749979,Defender -> Fury MX
Defender,G12,2,2.23606797749979,Defender -> G12
Defender,G12a,2,2.23606797749979,Defender -> G12a
Defender,G12r,2,2.23606797749979,Defender -> G12r
Defender,Galaxy,2,2.70801280154532,Defender -> Galaxy
Defender,Genesis,2,2.7386127875258306,Defender -> Genesis
Defender,Gladiator,2,1.7320508075688772,Defender -> Gladiator
Defender,Gladius,2,2.0,Defender -> Gladius
Defender,Glaive,2,2.23606797749979,Defender -> Glaive
Defender,Guardian,2,2.23606797749979,Defender -> Guardian
Defender,Guardian QI,2,2.23606797749979,Defender -> Guardian QI
Defender,Hammerhead,2,2.3570226039551585,Defender -> Hammerhead
Defender,Hawk,2,2.0,Defender -> Hawk
Defender,Herald,2,2.449489742783178,Defender -> Herald
Defender,HoverQuad,2,2.449489742783178,Defender -> HoverQuad
Defender,Hull A,2,2.449489742783178,Defender -> Hull A
Defender,Hull B,2,2.6457513110645907,Defender -> Hull B
Defender,Hull C,2,2.449489742783178,Defender -> Hull C
Defender,Hull D,2,2.6832815729997477,Defender -> Hull D
Defender,Hull E,2,2.6832815729997477,Defender -> Hull E
Defender,Hurricane,2,1.7320508075688772,Defender -> Hurricane
Defender,Idris-M,2,2.618614682831909,Defender -> Idris-M
Defender,Idris-P,2,2.618614682831909,Defender -> Idris-P
Defender,Intrepid,2,2.449489742783178,Defender -> Intrepid
Defender,Ironclad,2,2.70801280154532,Defender -> Ironclad
Defender,Ironclad Assault,2,2.516611478423583,Defender -> Ironclad Assault
Defender,Javelin,2,2.6362852652928135,Defender -> Javelin
Defender,Khartu-Al,2,2.0,Defender -> Khartu-Al
Defender,Kraken,2,2.756809750418044,Defender -> Kraken
Defender,Kraken Privateer,2,2.756809750418044,Defender -> Kraken Privateer
Defender,Legionnaire,2,2.0,Defender -> Legionnaire
Defender,Liberator,2,2.23606797749979,Defender -> Liberator
Defender,Lynx,2,2.0,Defender -> Lynx
Defender,M2 Hercules,2,2.1602468994692865,Defender -> M2 Hercules
Defender,M50,2,2.449489742783178,Defender -> M50
Defender,Mantis,2,2.0,Defender -> Mantis
Defender,Merchantman,2,2.5495097567963922,Defender -> Merchantman
Defender,Mercury,2,2.3804761428476167,Defender -> Mercury
Defender,MOLE,2,2.23606797749979,Defender -> MOLE
Defender,MPUV Cargo,2,2.449489742783178,Defender -> MPUV Cargo
Defender,MPUV Personnel,2,2.449489742783178,Defender -> MPUV Personnel
Defender,MPUV Tractor,2,2.449489742783178,Defender -> MPUV Tractor
Defender,Mule,2,2.449489742783178,Defender -> Mule
Defender,Mustang Alpha,2,2.449489742783178,Defender -> Mustang Alpha
Defender,Mustang Beta,2,2.449489742783178,Defender -> Mustang Beta
Defender,Mustang Delta,2,2.0,Defender -> Mustang Delta
Defender,Mustang Gamma,2,2.449489742783178,Defender -> Mustang Gamma
Defender,Mustang Omega,2,2.449489742783178,Defender -> Mustang Omega
Defender,Nautilus,2,2.5495097567963922,Defender -> Nautilus
Defender,Nomad,2,2.449489742783178,Defender -> Nomad
Defender,Nova,2,2.3804761428476167,Defender -> Nova
Defender,Nox,2,2.449489742783178,Defender -> Nox
Defender,Odyssey,2,2.6457513110645907,Defender -> Odyssey
Defender,Orion,2,2.7255405754769875,Defender -> Orion
Defender,P-52 Merlin,2,2.23606797749979,Defender -> P-52 Merlin
Defender,P-72 Archimedes,2,2.23606797749979,Defender -> P-72 Archimedes
Defender,Paladin,2,2.449489742783178,Defender -> Paladin
Defender,Perseus,2,2.516611478423583,Defender -> Perseus
Defender,Pioneer,2,2.7386127875258306,Defender -> Pioneer
Defender,Polaris,2,2.3804761428476167,Defender -> Polaris
Defender,Prospector,2,2.449489742783178,Defender -> Prospector
Defender,Prowler,2,1.7320508075688772,Defender -> Prowler
Defender,PTV,2,2.0,Defender -> PTV
Defender,Pulse,2,2.449489742783178,Defender -> Pulse
Defender,Pulse LX,2,2.449489742783178,Defender -> Pulse LX
Defender,RAFT,2,2.0,Defender -> RAFT
Defender,Railen,2,2.6457513110645907,Defender -> Railen
Defender,Ranger CV,2,2.6457513110645907,Defender -> Ranger CV
Defender,Ranger RC,2,2.6457513110645907,Defender -> Ranger RC
Defender,Ranger TR,2,2.6457513110645907,Defender -> Ranger TR
Defender,Razor,2,2.449489742783178,Defender -> Razor
Defender,Razor EX,2,2.449489742783178,Defender -> Razor EX
Defender,Razor LX,2,2.449489742783178,Defender -> Razor LX
Defender,Reclaimer,2,2.4899799195977463,Defender -> Reclaimer
Defender,Redeemer,2,2.23606797749979,Defender -> Redeemer
Defender,Reliant Kore,2,2.0,Defender -> Reliant Kore
Defender,Reliant Mako,2,1.7320508075688772,Defender -> Reliant Mako
Defender,Reliant Sen,2,1.7320508075688772,Defender -> Reliant Sen
Defender,Reliant Tana,2,1.0,Defender -> Reliant Tana
Defender,Retaliator,2,2.32992949004287,Defender -> Retaliator
Defender,ROC,2,2.449489742783178,Defender -> ROC
Defender,ROC-DS,2,2.0,Defender -> ROC-DS
Defender,Sabre,2,2.23606797749979,Defender -> Sabre
Defender,Sabre Firebird,2,2.23606797749979,Defender -> Sabre Firebird
Defender,Sabre Peregrine,2,2.449489742783178,Defender -> Sabre Peregrine
Defender,Sabre Raven,2,2.23606797749979,Defender -> Sabre Raven
Defender,San'tok.yāi,2,2.23606797749979,Defender -> San'tok.yāi
Defender,Scorpius,2,1.7320508075688772,Defender -> Scorpius
Defender,Scorpius Antares,2,1.7320508075688772,Defender -> Scorpius Antares
Defender,Scythe,2,2.23606797749979,Defender -> Scythe
Defender,Spartan,2,2.449489742783178,Defender -> Spartan
Defender,SRV,2,2.449489742783178,Defender -> SRV
Defender,Starfarer,2,2.53546276418555,Defender -> Starfarer
Defender,Starfarer Gemini,2,2.516611478423583,Defender -> Starfarer Gemini
Defender,Starlancer MAX,2,2.449489742783178,Defender -> Starlancer MAX
Defender,Starlancer TAC,2,2.516611478423583,Defender -> Starlancer TAC
Defender,Storm,2,2.449489742783178,Defender -> Storm
Defender,Storm AA,2,2.449489742783178,Defender -> Storm AA
Defender,STV,2,2.0,Defender -> STV
Defender,Talon,2,2.0,Defender -> Talon
Defender,Ursa,2,2.3804761428476167,Defender -> Ursa
Defender,Talon Shrike,2,2.0,Defender -> Talon Shrike
Defender,Terrapin,2,2.449489742783178,Defender -> Terrapin
Defender,Terrapin Medic,2,2.449489742783178,Defender -> Terrapin Medic
Defender,Ursa,2,2.3804761428476167,Defender -> Ursa
Defender,Ursa Medivac,2,2.3804761428476167,Defender -> Ursa Medivac
Defender,Valkyrie,2,2.280350850198276,Defender -> Valkyrie
Defender,Vanguard Harbinger,2,1.4142135623730951,Defender -> Vanguard Harbinger
Defender,Vanguard Hoplite,2,1.7320508075688772,Defender -> Vanguard Hoplite
Defender,Vanguard Sentinel,2,1.4142135623730951,Defender -> Vanguard Sentinel
Defender,Vanguard Warden,2,1.7320508075688772,Defender -> Vanguard Warden
Defender,Vulcan,2,2.581988897471611,Defender -> Vulcan
Defender,Vulture,2,2.449489742783178,Defender -> Vulture
Defender,X1,2,2.449489742783178,Defender -> X1
Defender,X1 Force,2,2.449489742783178,Defender -> X1 Force
Defender,X1 Velocity,2,2.449489742783178,Defender -> X1 Velocity
Defender,Zeus CL Mk II,2,2.3804761428476167,Defender -> Zeus CL Mk II
Defender,Zeus ES Mk II,2,2.3804761428476167,Defender -> Zeus ES Mk II
Dragonfly,100i,2,2.449489742783178,Dragonfly -> 100i
Dragonfly,125a,2,2.449489742783178,Dragonfly -> 125a
Dragonfly,135c,2,2.449489742783178,Dragonfly -> 135c
Dragonfly,300i,2,2.449489742783178,Dragonfly -> 300i
Dragonfly,315p,2,2.449489742783178,Dragonfly -> 315p
Dragonfly,325a,2,2.449489742783178,Dragonfly -> 325a
Dragonfly,350r,2,2.0,Dragonfly -> 350r
Dragonfly,400i,2,2.3804761428476167,Dragonfly -> 400i
Dragonfly,600i Explorer,2,2.4899799195977463,Dragonfly -> 600i Explorer
Dragonfly,600i Touring,2,2.4899799195977463,Dragonfly -> 600i Touring
Dragonfly,85X,2,2.0,Dragonfly -> 85X
Dragonfly,890 Jump,2,2.5495097567963922,Dragonfly -> 890 Jump
Dragonfly,A1 Spirit,2,2.0,Dragonfly -> A1 Spirit
Dragonfly,A2 Hercules,2,2.5495097567963922,Dragonfly -> A2 Hercules
Dragonfly,Apollo Medivac,2,2.23606797749979,Dragonfly -> Apollo Medivac
Dragonfly,Apollo Triage,2,2.23606797749979,Dragonfly -> Apollo Triage
Dragonfly,Ares Star Fighter Inferno,2,2.449489742783178,Dragonfly -> Ares Star Fighter Inferno
Dragonfly,Ares Star Fighter Ion,2,2.449489742783178,Dragonfly -> Ares Star Fighter Ion
Dragonfly,Arrastra,2,2.6832815729997477,Dragonfly -> Arrastra
Dragonfly,Arrow,2,2.449489742783178,Dragonfly -> Arrow
Dragonfly,ATLS,2,2.449489742783178,Dragonfly -> ATLS
Dragonfly,Aurora CL,2,2.449489742783178,Dragonfly -> Aurora CL
Dragonfly,Aurora ES,2,2.449489742783178,Dragonfly -> Aurora ES
Dragonfly,Aurora LN,2,2.449489742783178,Dragonfly -> Aurora LN
Dragonfly,Aurora LX,2,2.449489742783178,Dragonfly -> Aurora LX
Dragonfly,Aurora MR,2,2.449489742783178,Dragonfly -> Aurora MR
Dragonfly,Avenger Stalker,2,2.449489742783178,Dragonfly -> Avenger Stalker
Dragonfly,Avenger Titan,2,2.449489742783178,Dragonfly -> Avenger Titan
Dragonfly,Avenger Warlock,2,2.449489742783178,Dragonfly -> Avenger Warlock
Dragonfly,Ballista,2,2.0,Dragonfly -> Ballista
Dragonfly,Blade,2,2.449489742783178,Dragonfly -> Blade
Dragonfly,Buccaneer,2,2.0,Dragonfly -> Buccaneer
Dragonfly,C1 Spirit,2,2.0,Dragonfly -> C1 Spirit
Dragonfly,C2 Hercules,2,2.0,Dragonfly -> C2 Hercules
Dragonfly,C8 Pisces,2,2.3804761428476167,Dragonfly -> C8 Pisces
Dragonfly,C8R Pisces,2,2.0,Dragonfly -> C8R Pisces
Dragonfly,C8X Pisces Expedition,2,2.3804761428476167,Dragonfly -> C8X Pisces Expedition
Dragonfly,Carrack,2,2.516611478423583,Dragonfly -> Carrack
Dragonfly,Caterpillar,2,2.23606797749979,Dragonfly -> Caterpillar
Dragonfly,Centurion,2,2.0,Dragonfly -> Centurion
Dragonfly,Constellation Andromeda,2,2.449489742783178,Dragonfly -> Constellation Andromeda
Dragonfly,Constellation Aquila,2,2.23606797749979,Dragonfly -> Constellation Aquila
Dragonfly,Constellation Phoenix,2,2.449489742783178,Dragonfly -> Constellation Phoenix
Dragonfly,Constellation Taurus,2,2.449489742783178,Dragonfly -> Constellation Taurus
